Stepsize,0.01
Run,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
Maximum,1.999999535419403,1.9999792539930794,1.9999854788557463,0.0407964818794988,1.9999893158831994,1.9999993304924972,1.9999986626315605,1.9999100993565335,1.9999970723322151,1.9998452756495773,1.9999894377158447,1.9999941520199536,1.9999932202604647,1.999980379655439,1.9998201521963699,1.9999872692908078,1.9999866106066473,1.999951662476857,1.999997129014372,1.9998850050752583,1.9999906521618016,1.9999888141384885,1.99999682616372,1.9999761146092077,1.9999998669327974,1.999988636185475,1.9999940366074447,1.9999968296366801,1.9999057921879169,1.9999218410901265,1.9999956253409066,1.9999705600594946,1.999980119400961,1.999979676395276,1.9999509689700539,1.9999922106948351,1.9999917078157288,1.9999558541237228,1.9999054835731358,1.9999993457871168,1.9999745140617335,1.9999390888740616,1.9999927654528027,1.999978912648925,1.9999543269466247,1.9999949448800836,1.9999986748142742,1.9999945168084505,1.9999802322545879,1.9999901659258135,1.999990520369931,1.9999745975050403,1.999961442145596,1.9999993614413842,1.999971973342615,1.9999532571765521,1.9999541605762066,1.999963036900808,1.9999635550424488,1.9999996252762606,1.9999994882749488,1.999983505958408,1.9999928216550793,1.999995795259671,1.9999768825740725,1.9999963287347478,1.999984638826561,1.9999967042470468,1.9999750868252866,1.9999876049559775,0.03983905808311716,1.9999943837486693,1.9999905577979153,1.9999810565047673,1.9999707963224123,1.9999906772204001,1.999971656561687,1.9999877142671154,1.9999759181985826,1.9999993451928337,1.9999258043880404,1.9999967345066811,1.9999972431923467,1.9999125781717992,1.999826345589843,0.04044891764757219,1.999997087589103,0.04106230408217959,1.9999962159466265,1.9999978740440683,1.999994920202436,1.9999523765740699,1.9999538891133697,1.9999924845556403,1.999995106058658,1.9999948960598155,1.9999860103728564,1.999991799814472,1.999995288508439,1.9999685774867602
Steps,446.0,151.0,598.0,119.0,174.0,574.0,364.0,221.0,252.0,92.0,131.0,140.0,612.0,296.0,139.0,33.0,219.0,135.0,147.0,448.0,569.0,295.0,83.0,95.0,265.0,160.0,146.0,309.0,193.0,158.0,607.0,110.0,134.0,91.0,209.0,52.0,148.0,519.0,508.0,298.0,212.0,458.0,281.0,290.0,592.0,166.0,168.0,203.0,88.0,104.0,276.0,243.0,374.0,106.0,282.0,439.0,516.0,146.0,366.0,27.0,265.0,402.0,292.0,196.0,483.0,430.0,588.0,87.0,150.0,32.0,103.0,370.0,16.0,227.0,284.0,103.0,171.0,268.0,383.0,54.0,173.0,296.0,350.0,149.0,277.0,124.0,578.0,64.0,112.0,286.0,297.0,410.0,111.0,198.0,321.0,182.0,94.0,34.0,603.0,490.0
Mean of the maximum,1.921596726342384
Standard deviation of the maximum,0.38396978444424884
Mean of the steps,256.3
Standard deviation of the steps,162.45599404146344

Stepsize,0.05
Run,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
Maximum,1.9996641988898527,1.9988158520181607,1.9996855818247319,1.9993191447986771,1.9994634038475245,1.9994595111812488,1.9997901183021953,1.9994243168705297,1.9998993592932517,1.9999978180399063,1.999191301133104,1.9999357813247505,1.9999171232214539,1.99984888505475,1.9964243574596365,1.9999066051040506,1.9993498452580334,1.999020712486356,1.9963213711806722,1.9997177802097954,1.9992327647939423,1.99990100489013,1.9997284727230786,1.9987059135029728,1.9992531383458068,1.9999428373733195,1.9994038491684054,1.9994393506053796,1.9995323082201364,1.9996719853078586,1.9953989160999157,1.9999628009080035,1.999937187667863,1.999654625784963,1.999698094533771,1.9993412343767851,1.9989567215015254,1.9997408741812541,1.9991373754503254,1.999628802260891,1.999649848482912,1.9994688790301645,1.9982927240861001,1.9999037334900307,1.999569770633926,1.999168092151367,1.9989902566815887,0.03518375729088907,0.03837335553510368,1.999543968987867,1.9987598133325486,1.999958607873195,1.998575077612423,1.9987475220795998,1.99988578446596,1.9998175013908754,1.9967733380053267,1.9999276029621793,1.9998416758759983,1.9996984303012064,1.999978615554336,1.9999666402789342,1.9999227711985148,1.9990604439618007,1.999971153597777,1.9993076578512405,1.999097841045697,1.9990617576172096,1.9993445064356594,1.9992572624377214,1.9995972701188338,1.9981733934232306,1.9971446805721125,1.999928312509267,1.999288813418155,1.9993711407170287,1.9999679675631854,1.9998698922038618,1.9999039307572475,1.9996317592394577,1.999950293615095,1.9999756261410093,1.999119380401432,1.99968725346621,1.9998052365561159,0.0345713323757032,1.999996732129755,1.9972759248553245,1.999905291321751,1.9997433370921527,1.9991715236887126,1.999877081124703,1.9998825675122358,1.998813605174953,1.9993626624167482,1.996629707462907,1.9989554412907107,1.9977369056037038,1.9999164745763482,1.999982147828858
