Stepsize,0.01
Run,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
Maximum,1.994889976603556,1.992184662351515,1.9974303185868325,1.9932273409045722,1.9952220948513397,1.993039628721877,1.9973508551312467,1.9916206692617657,1.9914724423252275,1.9969977253765936,1.995112476067531,1.9982297863290073,1.9946537517396798,1.9958919575143423,1.9926983773935874,1.9948923804995502,1.9932751786428549,1.9923357790153504,1.996123224277972,1.9924918568457213,1.9945777206988067,1.9955875963274996,1.997165153085408,1.9926087763726745,1.9958130377707743,1.9955958565702037,1.9923208949884679,1.9976430198045372,1.9934587715688314,1.9956552353022883,1.9933447640810567,1.994876496792028,1.9974913533785594,1.9976769216894124,1.992542452214612,1.9951559324950339,1.995093235086844,1.997455719771655,1.9929849721627815,1.9941284066957026,1.9973572179628192,1.996178826988546,1.9931329407565392,1.9949394725053438,1.9943924440782554,1.9963580403280083,1.998257889604404,1.9955000709516275,1.9967704610834691,1.9972667694874031,1.9955919748258235,1.9970170297532182,1.9927104390121335,1.9947784712754157,1.9915633309539036,1.9949276417080086,1.9950661320475742,1.9955930431995719,1.9955241594564834,1.9952119269330086,1.9958440216934723,1.9936770767546705,1.9929615281826736,1.9991274918134394,1.994047172507622,1.995641927489493,1.994218090564021,1.9956757354765193,1.9992637152781156,1.9953680633555084,1.9943951766457075,1.9965354761723109,1.9951383032806156,1.994783217919422,1.9943445812816523,1.9989790211445384,1.992969181695241,1.9975039058302264,1.9936468800255165,1.99136186157813,1.9978190901477526,1.9968857595128793,1.9950642288766822,1.9959616346707583,1.9975052746750073,1.9995290560763932,1.9949670188466377,1.9956520930839963,1.9941261020341672,1.9993350761978148,1.9974790805203966,1.992101354513827,1.9952057166980526,1.9978579062155086,1.9958559110994978,1.9926228690568246,1.9975551784666592,1.994577068590834,1.993230972396184,1.9962770448830183
Steps,75.0,97.0,128.0,832.0,886.0,792.0,765.0,747.0,242.0,632.0,561.0,932.0,847.0,670.0,820.0,288.0,974.0,989.0,838.0,571.0,976.0,871.0,893.0,449.0,337.0,707.0,188.0,506.0,513.0,669.0,564.0,467.0,849.0,159.0,799.0,402.0,487.0,930.0,276.0,749.0,933.0,339.0,67.0,660.0,635.0,183.0,517.0,504.0,362.0,472.0,939.0,645.0,179.0,532.0,515.0,683.0,623.0,827.0,261.0,859.0,797.0,575.0,703.0,96.0,274.0,729.0,560.0,483.0,143.0,358.0,857.0,968.0,488.0,516.0,141.0,384.0,962.0,990.0,626.0,689.0,187.0,538.0,621.0,716.0,904.0,853.0,534.0,845.0,773.0,275.0,149.0,900.0,644.0,802.0,728.0,424.0,907.0,452.0,705.0,804.0
Mean of the maximum,1.9952354594746067
Standard deviation of the maximum,0.001968869535088755
Mean of the steps,593.12
Standard deviation of the steps,261.19166449180574

Stepsize,0.05
Run,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
Maximum,1.9627289039238744,1.960063015491939,1.9778506849831572,1.9633558524977623,1.9932966547362367,1.9779412890326389,1.9700380168593208,1.9607013781609584,1.9926536239411585,1.9734249576200342,1.9613465777818682,1.9754275544462896,1.9682581767096408,1.9859056372723287,1.9898808495756266,1.9839636035771684,1.9833608250003492,1.9632195770825398,1.9743570263879389,1.9890352625306857,1.967967198602966,1.9894684753469434,1.9876775844465606,1.992789562470613,1.9650087572486565,1.9740972219709214,1.962811908221217,1.9763028441735584,1.9608051563477311,1.9822527374547847,1.9765030565405108,1.9711061807256092,1.979236741872053,1.9827649001687215,1.9636687811870506,1.9702157524498114,1.956009758860992,1.9650626226105559,1.9831230184548354,1.9864614262778928,1.981487404141222,1.9623063548490527,1.9857355615369072,1.9846440552670637,1.9794079626079286,1.9638023294412763,1.9675493425466262,1.9795392357570498,1.9808839506345888,1.98895752199182,1.9719898516201926,1.9823224676339213,1.9826242000938492,1.9607054245789866,1.9747434051189967,1.9752848649606396,1.9791788829052686,1.972194027973996,1.9948712227173968,1.95715150623627,1.9695646315307926,1.9788481066536887,1.9665392933678099,1.970477315231077,1.9839669622764788,1.9601140379179076,1.9620661143391287,1.9802183470041717,1.9597220811684888,1.978944822441244,1.9777428652003934,1.9955223041591592,1.9769545920298872,1.9697007441446237,1.990739000540902,1.99503509937621,1.9875806645217096,1.9788917795777503,1.9799829887581235,1.974722897505647,1.9708558790083681,1.9769874526435172,1.9932274572381306,1.9934928997182835,1.9673078928587493,1.96109787129161,1.9795739967296146,1.9921274194841898,1.9779498218106921,1.9831685615923513,1.9898695749307729,1.9678576837958324,1.9557477271470192,1.989164755460113,1.953255925475317,1.9745582035682003,1.9801670979464123,1.9701416963674285,1.9708561298005252,1.9827317072328547
